"PMID","Title","Abstract"
"38780398","Cardiopulmonary Resuscitation Without Aortic Valve Compression Increases the Chances of Return of Spontaneous Circulation in Out-of-Hospital Cardiac Arrest: A Prospective Observational Cohort Study.","Following current cardiopulmonary resuscitation (CPR) guidelines, which recommend chest compressions at ""the center of the chest,"" ~50% of patients experiencing out-of-hospital cardiac arrest (OHCA) undergo aortic valve (AV) compression, obstructing blood flow. We used resuscitative transesophageal echocardiography (TEE) to elucidate the impact of uncompressed vs. compressed AV on outcomes of adult patients experiencing OHCA. Prospective observational cohort study. Single center. This study included adult OHCA patients undergoing resuscitative TEE in the emergency department. Patients were categorized into AV uncompressed or AV compressed groups based on TEE findings. None. The primary outcome was sustained return of spontaneous circulation (ROSC). The secondary outcomes included end-tidal co2 (Et co2 ) during CPR, any ROSC, survival to ICU and hospital discharge, post-resuscitation withdrawal, and favorable neurologic outcomes at discharge. Additional analyses on intra-arrest arterial blood pressure (ABP) were also conducted. The sample size was pre-estimated at 37 patients/group. From October 2020 to January 2023, 76 patients were enrolled, 39 and 37 in the AV uncompressed and AV compressed groups, respectively. Intergroup baseline characteristics were similar. Compared with the AV compressed group, the AV uncompressed group had a higher probability of sustained ROSC (53.8% vs. 24.3%; adjusted odds ratio [aOR], 4.72; p = 0.010), any ROSC (56.4% vs. 32.4%; aOR, 3.30; p = 0.033), and survival to ICU (33.3% vs. 8.1%; aOR, 6.74; p = 0.010), and recorded higher initial diastolic ABP (33.4 vs. 11.5 mm Hg; p = 0.002) and a larger proportion achieving diastolic ABP greater than 20 mm Hg during CPR (93.8% vs. 33.3%; p < 0.001). The Et co2 , post-resuscitation withdrawal, and survival to discharge revealed no significant intergroup differences. No patients were discharged with favorable neurologic outcomes. Uncompressed AV seemed critical for sustained ROSC across all subgroups. Absence of AV compression during OHCA resuscitation is associated with an increased chance of ROSC and survival to ICU. However, its effect on long-term outcomes remains unclear."
"38759718","Explorative study on lower inflection point dynamics during cardiopulmonary resuscitation: Potential implications for airway management.","In patients undergoing cardiopulmonary resuscitation (CPR) after an Out-of-Hospital Cardiac Arrest (OHCA), intrathoracic airway closure can impede ventilation, adversely affecting patient outcomes. This explorative study investigates the evolution of intrathoracic airway closure by analyzing the lower inflection point (LIP) during the inspiration phase of CPR, aiming to identify the potential thresholds for alveolar recruitment. Eleven OHCA patients undergoing CPR with endotracheal intubation and manual bag ventilation were included. Flow and pressure measurements were obtained using Sensirion SFM3200AW and Wika CPT2500 sensors attached to the endotracheal tube, connected to a Surface Go Tablet for data collection. Flow data was analyzed in Microsoft Excel, while pressure data was processed using the Wika USBsoft2500 application. Analysis focused on the inspiration phase of the first 6-8 breaths, with an additional 2 breaths recorded and analyzed at the end of CPR. Across the cohort, the median tidal volume was 870.00 milliliter (mL), average flow was 31.90 standard liters per minute (slm), and average pressure was 17.21 cmH O. The calculated average LIP was 31.47 cmH O. Most cases (72.7%) exhibited a negative trajectory in LIP evolution during CPR, with 2 cases (18.2%) showing a positive trajectory and 1 case remaining inconclusive. The average LIP in the first 8 breaths was significantly higher than in the last 2 breaths (p = 0.018). No significant correlation was found between average LIP and return of spontaneous circulation (ROSC), compression depth, frequency, or end-tidal CO  (EtCO ). However, a significant negative correlation was observed between the average LIP of the last 2 breaths and CPR duration (p = 0.023). LIP calculation in low-flow ventilations using the novel mathematical method yielded values consistent with those reported in the literature. These explorative data demonstrate a predominantly negative trajectory in LIP evolution during CPR, suggesting potential challenges in maintaining airway patency. Limitations include a small sample size and sensor recording issues. Further research is warranted to explore the evolution of LIP and its implications for personalized ventilation strategies in CPR."
"38387215","Is the lactate value predictive of the return of spontaneous circulation during CPR in nontraumatic OHCA?","Cardiac arrest is a major public health issue, in which emergency medical services (EMS) initiating or continuing resuscitation in about 50% to 60% of cases. The aim of this study was to determine whether blood lactate levels and their course during cardiopulmonary resuscitation are prognostic indicators of the return of spontaneous cardiac activity (ROSC) in non-traumatic out-of-hospital cardiac arrest (OHCA). This was a prospective, interventional, multi-center study between 2017 and 2020. Patients above the age of 18 years (>50 years for women) who had non-traumatic OHCA and did not achieve ROSC before the arrival of the EMS, and for whom the medical team decided to initiate or continue cardiopulmonary resuscitation have been included. The primary endpoint was the return of spontaneous cardiac activity during out-of-hospital cardiopulmonary resuscitation, and secondary endpoint was survival at day 28. The lactate was initially measured simultaneously on a venous and capillary sample and then in capillary samples throughout the CPR, using POC device. A total 60 patients were included. Median age was 71 [IQR: 62-84] and 21.3% were female. Among them, 25% underwent ROSC in out-of-hospital setting, and 13,3% were alive at D-28. The median venous lactate value in all patients at T0 (time at which the EMS set up the peripheral venous line) was 6.2 mmol/L [IQR: 4.6-8.1], with no difference between patients with or without ROSC: 6.4 mmol/L [IQR:4.7-7.9] for patients with ROSC and 6.2 mmol/L [IQR: 4.7-8] for patients without ROSC (p = 0.87). The variables independently associated with ROSC were initial EtCo2 value (aOR = 1.12; 95% CI 1.01-1.25); the initial shockable rhythm (aOR = 10.2; 95% CI 1.18-88.2); and the pre-ROSC adrenaline dose (aOR = 0.54; 95% CI 0.35-0.82). In this prospective multi-center study, there was no independent association between lactate values during cardiopulmonary resuscitation and ROSC in non-traumatic OHCA. However, the post-ROSC pre-hospital kinetics of lactate (i.e., during the first 30 min) seem to be associated with survival."
"38375443","Association among blood pressure, end-tidal carbon dioxide, peripheral oxygen saturation and mortality in prehospital post-resuscitation care.","Post-resuscitation care is described as the fourth link in a chain of survival in resuscitation guidelines. However, data on prehospital post-resuscitation care is scarce. We aimed to examine the association among systolic blood pressure (SBP), peripheral oxygen saturation (SpO ) and end-tidal carbon dioxide (EtCO ) after prehospital stabilisation and outcome among patients resuscitated from out-of-hospital cardiac arrest (OHCA). In this retrospective study, we evaluated association of the last measured prehospital SBP, SpO  and EtCO  before patient handover with 30-day and one-year mortality in 2,611 patients receiving prehospital post-resuscitation care by helicopter emergency medical services in Finland. Statistical analyses were completed through locally estimated scatterplot smoothing (LOESS) and multivariable logistic regression. The regression analyses were adjusted by sex, age, initial rhythm, bystander CPR, and time interval from collapse to the return of spontaneous circulation (ROSC). Mortality related to SBP and EtCO  values were U-shaped and lowest at 135 mmHg and 4.7 kPa, respectively, whereas higher SpO2 shifted towards lower mortality. In adjusted analyses, increased 30-day mortality and one year mortality was observed in patients with SBP < 100 mmHg (OR 1.9 [95% CI 1.4-2.4]) and SBP < 100 (OR 1.8 [1.2-2.6]) or EtCO2 < 4.0 kPa (OR 1.4 [1.1-1.5]), respectively. SpO2 was not significantly associated with either 30-day or one year mortality. After prehospital post-resuscitation stabilization, SBP < 100 mmHg and EtCO  < 4.0 kPa were observed to be independently associated with higher mortality. The optimal targets for prehospital post-resuscitation care need to be established in the prospective studies."
"38143529","Percutaneous left ventricular assist devices in refractory cardiac arrest: The role of chest compressions.","Recent studies describe an emerging role for percutaneous left ventricular assist devices such as Impella CP® as rescue therapy for refractory cardiac arrest. We hypothesized that the addition of mechanical chest compressions to percutaneous left ventricular assist device assisted CPR would improve hemodynamics by compressing the right ventricle and augmenting pulmonary blood flow and left ventricular filling. We performed a pilot study to test this hypothesis using a swine model of prolonged cardiac arrest. Eight Yorkshire swine were anesthetized, intubated, and instrumented for hemodynamic monitoring. They were subjected to untreated ventricular fibrillation for 5.75 (SD 2.90) minutes followed by mechanical chest compressions for a mean of 20.0 (SD 5.0) minutes before initiation of percutaneous left ventricular assist device. After percutaneous left ventricular assist device initiation, mechanical chest compressions was stopped (  = 4) or continued (  = 4). Defibrillation was attempted 4, 8 and 12 minutes after initiating percutaneous left ventricular assist device circulatory support. The percutaneous left ventricular assist device + mechanical chest compressions group had significantly higher percutaneous left ventricular assist device flow prior to return of spontaneous heartbeat at four- and twelve-minutes after percutaneous left ventricular assist device initiation, and significantly higher end tidal CO2 at 4-minutes after percutaneous left ventricular assist device initiation, when compared with the percutaneous left ventricular assist device alone group. Carotid artery flow was not significantly different between the two groups. The addition of mechanical chest compressions to percutaneous left ventricular assist device support during cardiac arrest may generate higher percutaneous left ventricular assist device and carotid artery flow prior to return of spontaneous heartbeat compared to percutaneous left ventricular assist device alone. Further studies are needed to determine if this approach improves other hemodynamic parameters or outcomes after prolonged cardiac arrest."
"38104387","Utility of end-tidal carbon dioxide to guide resuscitation termination in prolonged out-of-hospital cardiac arrest.","To evaluate if the change in end-tidal carbon dioxide (ETCO2) over time has improved discriminatory value for determining resuscitation futility compared to a single ETCO2 value in prolonged, refractory non-shockable out-of-hospital cardiac arrest (OHCA). This is a retrospective analysis of adult refractory non-shockable, non-traumatic OHCA patients in the Portland Cardiac Arrest Epidemiologic Registry (PDX Epistry) from 2018 to 2021. We defined refractory non-shockable OHCA cases as patients with lack of a shockable rhythm at any time or return of spontaneous circulation at any time prior to 30-min of on-scene resuscitation. We abstracted ETCO2 values first recorded after advanced airway placement and nearest to the 30-min mark of on-scene resuscitation (30 min-ETCO2) from EMS charts. The primary outcome was survival to hospital discharge. We compared 30 min-ETCO2 cutoffs of 10 mmHg and 20 mmHg to the trend (increasing or not) from initial to 30 min-ETCO2 (delta-ETCO2) using sensitivity, specificity, and area under the receiver operating curves (AUROC). Of 3837 adult OHCA, 2850 were initially non-shockable, and there were 617 (16.1%) cases of refractory non-shockable OHCA at 30-min. We excluded 320 cases without at least two ETCO2 recordings in the EMS chart, leaving 297 cases that met inclusion criteria. Of these, 176 (59.3%) were transported and 2 (0.7%) survived to discharge. Using absolute 30 min-ETCO2 cutoffs, both survivors were in the >10 mmHg group (sensitivity 100.0%, specificity 12.5%), whereas only one survivor was identified in the >20 mmHg group (sensitivity 50.0%, specificity 32.5%). Using delta-ETCO2, both survivors were in the increasing ETCO2 group (sensitivity 100.0%, specificity 60.7%). In comparing the two tests that did not misclassify survivors, the AUROC [95% CI] was higher when using delta-ETCO2 (0.803 [0.775-0.831]) compared to an absolute cutoff of 10 mmHg (0.563 [0.544-0.582]). Nearly one-sixth of EMS-treated adult OHCA patients had refractory non-shockable arrests after at least 30 min of ongoing resuscitation. In this group, the ETCO2 trend following advanced airway placement may be more accurate in guiding termination of resuscitation than an absolute ETCO2 cutoff of 10 or 20 mmHg."
"37805062","Association of small adult ventilation bags with return of spontaneous circulation in out of hospital cardiac arrest.","Little is known about the impact of tidal volumes delivered by emergency medical services (EMS) to adult patients with out-of-hospital cardiac arrest (OHCA). A large urban EMS system changed from standard adult ventilation bags to small adult bags. We hypothesized that the incidence of return of spontaneous circulation (ROSC) at the end of EMS care would increase after this change. We performed a retrospective analysis evaluating adults treated with advanced airway placement for nontraumatic OHCA between January 1, 2015 and December 31, 2021. We compared rates of ROSC, ventilation rate, and mean end tidal carbon dioxide (ETCO ) by minute before and after the smaller ventilation bag implementation using linear and logistic regression. Of the 1,994 patients included, 1,331 (67%) were treated with a small adult bag. ROSC at the end of EMS care was lower in the small bag cohort than the large bag cohort, 33% vs 40% (p = 0.003). After adjustment, small bag use was associated with lower odds of ROSC at the end of EMS care [OR 0.74, 95% CI 0.61 - 0.91]. Ventilation rates did not differ between cohorts. ETCO  values were lower in the large bag cohort (33.2 ± 17.2 mmHg vs. 36.9 ± 19.2 mmHg, p < 0.01). Use of a small adult bag during OHCA was associated with lower odds of ROSC at the end of EMS care. The effects on acid base status, hemodynamics, and delivered minute ventilation remain unclear and warrant additional study."
"37751228","The Association of Prehospital End-Tidal Carbon Dioxide with Survival Following Out-of-Hospital Cardiac Arrest.","End tidal carbon dioxide (ETCO ) is often used to assess ventilation and perfusion during cardiac arrest resuscitation. However, few data exist evaluating the relationship between ETCO  values and mortality in the context of contemporary resuscitation practices. We aimed to explore the association between ETCO  and mortality following out-of-hospital cardiac arrest (OHCA). We used the 2018-2021 ESO annual datasets to query all non-traumatic OHCA patients with attempted resuscitation. Patients with documented DNR/POLST, EMS-witnessed arrest, ROSC after bystander CPR only, or < 2 documented ETCO  values were excluded. The lowest and highest ETCO  values recorded during the total prehospital interval, in addition to the pre- and post-ROSC intervals for resuscitated patients, were calculated. Multivariable logistic regression models adjusted for age, sex, initial rhythm, witnessed status, bystander CPR, etiology, OHCA location, sodium bicarbonate administration, number of milligrams of epinephrine administered, and response interval were used to evaluate the association between measures of ETCO  and mortality. Hospital outcome data were available for 14,122 patients, and 2,209 (15.6%) were classified as surviving to discharge. Compared to patients with maximum prehospital ETCO  values of 30-40 mmHg, odds of mortality were increased for patients with maximum prehospital ETCO  values of <20 mmHg (aOR: 3.5 [2.1, 5,9]), 20-29 mmHg (aOR: 1.5 [1.1, 2.1]), and >50 mmHg (aOR: 1.5 [1.2, 1.8]). After 20 minutes of ETCO  monitoring, <12% of patients had ETCO  values <10 mmHg. This cutpoint was 96.7% specific and 6.9% sensitive for mortality. In this dataset, both high and low ETCO  values were associated with increased mortality. Contemporary resuscitation practices may make low ETCO  values uncommon, and field termination decision algorithms should not use ETCO  values in isolation."
"37278780","End-tidal Carbon Dioxide + Return of Spontaneous Circulation After Cardiac Arrest (RACA) Score to Predict Outcomes After Out-of-hospital Cardiac Arrest.","The return of spontaneous circulation after cardiac arrest (RACA) score is a well-validated model for estimating the probability of return of spontaneous circulation (ROSC) in patients with out-of-hospital cardiac arrest (OHCA) by incorporating several variables, including gender, age, arrest aetiology, witness status, arrest location, initial cardiac rhythms, bystander cardiopulmonary resuscitation (CPR), and emergency medical services (EMS) arrival time. The RACA score was initially designed for comparisons between different EMS systems by standardising ROSC rates. End-tidal carbon dioxide (EtCO ) is a quality indicator of CPR. We aimed to improve the performance of the RACA score by adding minimum EtCO  measured during CPR to develop the EtCO  + RACA score for OHCA patients transported to an emergency department (ED). This was a retrospective analysis using prospectively collected data for OHCA patients resuscitated at an ED during 2015-2020. Adult patients with advanced airways inserted and available EtCO  measurements were included. We used the EtCO  values recorded in the ED for analysis. The primary outcome was ROSC. In the derivation cohort, we used multivariable logistic regression to develop the model. In the temporally split validation cohort, we assessed the discriminative performance of the EtCO  + RACA score by the area under the receiver operating characteristic curve (AUC) and compared it with the RACA score using the DeLong test. There were 530 and 228 patients in the derivation and validation cohorts, respectively. The median measurements of EtCO  were 8.0 times (interquartile range [IQR] 3.0-12.0 times), with the median minimum EtCO  of 15.5 millimeters of mercury (mm Hg) (IQR 8.0-26.0 mm Hg). The median RACA score was 36.4% (IQR 28.9-48.0%), and a total of 393 patients (51.8%) achieved ROSC. The EtCO  + RACA score was validated with good discriminative performance (AUC, 0.82, 95% CI 0.77-0.88), outperforming the RACA score (AUC, 0.71, 95% CI 0.65-0.78) (DeLong test: P < 0.001). The EtCO  + RACA score may facilitate the decision-making process regarding allocations of medical resources in EDs for OHCA resuscitation."
"36461052","Prehospital monitoring of cerebral circulation during out of hospital cardiac arrest ? A feasibility study.","About two-thirds of the in-hospital deaths after out-of-hospital cardiac arrests (OHCA) are a consequence of anoxic brain injuries, which are due to hypoperfusion of the brain during the cardiac arrests. Being able to monitor cerebral perfusion during cardiopulmonary resuscitation (CPR) is desirable to evaluate the effectiveness of the CPR and to guide further decision making and prognostication. Two different devices were used to measure regional cerebral oxygen saturation (rSO2): INVOS™ 5100 (Medtronic, Minneapolis, MN, USA) and Root® O3 (Masimo Corporation, Irvine, CA, USA). At the scene of the OHCA, advanced life support (ALS) was immediately initiated by the Emergency Medical Services (EMS) personnel. Sensors for measuring rSO2 were applied at the scene or during transportation to the hospital. rSO2 values were documented manually together with ETCO2 (end tidal carbon dioxide) on a worksheet specially designed for this study. The study worksheet also included a questionnaire for the EMS personnel with one statement on usability regarding potential interference with ALS. Twenty-seven patients were included in the statistical analyses. In the INVOS™5100 group (n = 13), the mean rSO2 was 54% (95% CI 40.3-67.7) for patients achieving a return of spontaneous circulation (ROSC) and 28% (95% CI 12.3-43.7) for patients not achieving ROSC (p = 0.04). In the Root® O3 group (n = 14), the mean rSO2 was 50% (95% CI 46.5-53.5) and 41% (95% CI 36.3-45.7) (p = 0.02) for ROSC and no ROSC, respectively. ETCO2 values were not statistically different between the groups. The EMS personnel graded the statement of interference with ALS to a median of 2 (IQR 1-6) on a 10-point Numerical Rating Scale. Our results suggest that both INVOS™5100 and ROOT® O3 can distinguish between ROSC and no ROSC in OHCA, and both could be used in the pre-hospital setting and during transport with minimal interference with ALS."
"36252855","Increase in end-tidal carbon dioxide after defibrillation predicts sustained return of spontaneous circulation during out-of-hospital cardiac arrest.","Guidelines recommend monitoring end-tidal carbon dioxide (E CO ) during out-of-hospital cardiac arrest (OHCA), though its prognostic value is poorly understood. This study investigated the relationship between E CO  and return of spontaneous circulation (ROSC) after defibrillation in intubated non-traumatic OHCA patients. This retrospective, observational cohort analysis included adult OHCA patients who received a defibrillation shock during treatment by an urban EMS agency from 2015 to 2021. Peak E CO  values were determined for the 90-second periods before and after the first defibrillation in an intubated patient (shock of interest [SOI]). Values were analyzed for association between the change in E CO  from pre- to post-shock and the presence of ROSC on the subsequent pulse check. Of 518 eligible patients, mean age was 61, 72% were male, 50% had a bystander-witnessed arrest, and 62% had at least one episode of ROSC. The most common arrest etiology was medical (92%). Among all patients, peak E CO  during resuscitation prior to SOI was 36.8 mmHg (18.6). E CO  increased in patients who achieved ROSC immediately after SOI (from 38.3 to 47.6 mmHg; +9.3 CI: 6.5, 12.1); patients with sustained ROSC experienced the greatest increase in E CO  after SOI (from 37.8 to 48.2 mmHg; +10.4 CI: 7.2, 13.6), while E CO  in patients who did not achieve ROSC after SOI rose (from 36.4 to 37.8 mmHg; +1.4 CI: -0.1, 2.8). E CO  rises after defibrillation in most patients during cardiac arrest. Patients with sustained ROSC experience larger rises, though the majority experience rises of less than 10 mmHg."
